,Neighborhood,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
1067,Flemingdon Park,Fresh from the Farm (Amish & Mennonite Meats),43.69333117,-79.34257377,Gourmet Shop
1068,Flemingdon Park,JOEY Don mills,43.73399033,-79.34473422,New American Restaurant
1069,Flemingdon Park,Armenian Kitchen,43.73107096,-79.3053902,Middle Eastern Restaurant
1070,Flemingdon Park,GoodLife Fitness North York Don Mills and Eglinton,43.722704,-79.337508,Gym
1071,Flemingdon Park,Taylor Creek Park,43.69659868,-79.30669312,Park
1072,Flemingdon Park,Mon K Patisserie,43.696922,-79.32952,Pastry Shop
1073,Flemingdon Park,Paramount Fine Foods,43.73654714,-79.34347318,Middle Eastern Restaurant
1074,Flemingdon Park,CF Shops at Don Mills,43.73501113,-79.34478724,Shopping Mall
1075,Flemingdon Park,Chipotle Mexican Grill,43.73521,-79.34396,Mexican Restaurant
1076,Flemingdon Park,Toronto Botanical Garden,43.7341044,-79.35832146,Botanical Garden
1077,Flemingdon Park,Ontario Science Centre,43.71640328,-79.33940198,Science Museum
1078,Flemingdon Park,RBC Royal Bank,43.73682924,-79.34415153,Bank
1079,Flemingdon Park,Pasha Authentic Turkish Cuisine,43.70823975,-79.34269886,Turkish Restaurant
1080,Flemingdon Park,Subway,43.7243219,-79.33685838,Sandwich Place
1081,Flemingdon Park,Swiss Chalet,43.72674735,-79.34162487,Restaurant
1082,Flemingdon Park,North Beach Indoor Volleyball Academy,43.73719099,-79.32371443,Gym / Fitness Center
1083,Flemingdon Park,Sunnybrook Stables,43.72369642,-79.3633775,Stables
1084,Flemingdon Park,The Ritz Restaurant,43.69181206,-79.34210857,Breakfast Spot
1085,Flemingdon Park,Aroma Espresso Bar,43.70561066,-79.36077469,Coffee Shop
1086,Flemingdon Park,South St. Burger,43.73427415,-79.34365474,Burger Joint
1087,Victoria Village,The Original BBQ Hut,10.26254401,-61.45489859,BBQ Joint
1088,Victoria Village,The City Wok Chinese and Steak House,10.26305501,-61.45210093,Chinese Restaurant
1089,Victoria Village,Pet City,10.26316131,-61.45404422,Pet Store
1090,Victoria Village,China Supermarket,10.26035905,-61.45711535,Supermarket
1091,Victoria Village,Kairi Rest & Lounge,10.263177,-61.452241,Restaurant
1092,Victoria Village,Dim Sum King,10.26084049,-61.4573071,Dim Sum Restaurant
1093,Bayview Village,LCBO,43.7697207,-79.38461647,Liquor Store
1094,Bayview Village,Taro's Fish,43.76996164,-79.37465906,Fish Market
1095,Bayview Village,Chatime Willowdale,43.79132587,-79.36750617,Bubble Tea Shop
1096,Bayview Village,Mastermind Toys,43.76906152,-79.38658359,Toy / Game Store
1097,Bayview Village,Mountain Equipment Co-op,43.76987685,-79.37511695,Outdoor Supply Store
1098,Bayview Village,Maryam Hotel,43.766961,-79.401199,Hotel
1099,Bayview Village,RBC Royal Bank,43.76769517,-79.38227852,Bank
1100,Bayview Village,Jerusalem Restaurant,43.77886296,-79.36427332,Middle Eastern Restaurant
1101,Bayview Village,Mr Jerk,43.78593239,-79.35284204,Caribbean Restaurant
1102,Bayview Village,The Alley,43.776359,-79.414384,Bubble Tea Shop
1103,Bayview Village,Shatter Abbas,43.76999763,-79.37443439,Persian Restaurant
1104,Bayview Village,TD Canada Trust,43.7698523,-79.3713749,Bank
1105,Bayview Village,Congee Wong 天皇名粥,43.79057932,-79.36581461,Chinese Restaurant
1106,Bayview Village,Loblaws,43.76850473,-79.38746141,Supermarket
1107,Bayview Village,Chinese Halal Restaurant 中華牛羊館,43.79127199,-79.36698009,Chinese Restaurant
1108,Bayview Village,TD Canada Trust,43.78807401,-79.38036673,Bank
1109,Bayview Village,Shoppers Drug Mart,43.778896,-79.364603,Pharmacy
1110,Bayview Village,MYMY Chicken,43.76465797,-79.41109575,Fried Chicken Joint
1111,Bayview Village,Pastel Creperie & Dessert House,43.77621893,-79.4146477,Creperie
1112,Bayview Village,The Captain's Boil,43.77325522,-79.41380542,Seafood Restaurant
1113,Bayview Village,Shell,43.76973986,-79.37631764,Gas Station
1114,Bayview Village,Pizzaiolo,43.76428932,-79.41177961,Pizza Place
1115,Bayview Village,Sunshine Spot,43.7701621,-79.37477799,Breakfast Spot
1116,Bayview Village,The Keg Steakhouse + Bar - Leslie Street,43.75879785,-79.36074935,Restaurant
1117,Bayview Village,Easy Drink Easy Go,43.77629209,-79.41440463,Bubble Tea Shop
1118,Bayview Village,Charcoal & Salt 숯과 소금,43.77838236,-79.41523956,Korean Restaurant
1119,Bayview Village,TD Canada Trust,43.7913867,-79.3920816,Bank
1120,Bayview Village,TD Canada Trust,43.7648534,-79.3966379,Bank
1121,Bayview Village,Konjiki Ramen,43.76699771,-79.41222209,Ramen Restaurant
1122,Bayview Village,Sang-Ji Fried Bao,43.776573,-79.41442,Dumpling Restaurant
1123,Bayview Village,Cottage Restaurant,43.77557163,-79.41323375,Pizza Place
1124,Bayview Village,Allan's Pastry Shop,43.78565604,-79.35231415,Bakery
1125,Bayview Village,Aroma Espresso Bar,43.76944882,-79.41308108,Café
1126,Bayview Village,Subway,43.7858309,-79.35195324,Sandwich Place
1127,Bayview Village,Pyung Won House,43.77938631,-79.41551065,Korean Restaurant
1128,Bayview Village,Asian Legend 味香村,43.79060809,-79.36704119,Chinese Restaurant
1129,Bayview Village,Subway,43.76451629,-79.39598013,Sandwich Place
1130,Bayview Village,Dairy Queen,43.76701558,-79.41200092,Ice Cream Shop
1131,Bayview Village,Tim Hortons,43.79290522,-79.35448967,Coffee Shop
1132,Bayview Village,Sushi Bong,43.77542806,-79.41365368,Sushi Restaurant
1133,Bayview Village,Starbucks,43.768353,-79.413046,Coffee Shop
1134,Bayview Village,The Beer Store,43.7861261,-79.3526277,Beer Store
1135,Bayview Village,Petro-Canada,43.78786609,-79.35285038,Gas Station
1136,Bayview Village,RBC Royal Bank,43.78117673,-79.41615657,Bank
1137,Bayview Village,Petro-Canada,43.79279703,-79.39319662,Gas Station
1138,Bayview Village,Five Guys,43.76240028,-79.41076267,Burger Joint
1139,Bayview Village,TD Canada Trust,43.7984661,-79.368832,Bank
1140,Bayview Village,RBC Royal Bank,43.76602147,-79.41178248,Bank
1141,Bayview Village,Buk Chang Dong Soon Tofu 북창동 순두부 돌솥밥,43.77721927,-79.41486068,Korean Restaurant
1142,Bayview Village,TD Canada Trust,43.777763,-79.345974,Bank
1143,Hillcrest Village,Smash Burger,39.73965024,-104.8278394,Burger Joint
1144,Hillcrest Village,Cedar Creek Pub,39.74821017,-104.8373225,American Restaurant
1145,Hillcrest Village,Hyatt Regency Aurora-Denver Conference Center,39.73750495,-104.835092,Hotel
1146,Hillcrest Village,Caribou Coffee,39.73992525,-104.8278616,Coffee Shop
1147,Hillcrest Village,Ursula Brewery,39.74819905,-104.8378808,Brewery
1148,Hillcrest Village,Firehouse Subs,39.73944,-104.82934,Sandwich Place
1149,Hillcrest Village,Del Taco,39.73962583,-104.8202737,Fast Food Restaurant
1150,Hillcrest Village,Aurora Public School Stadium,39.73329073,-104.8083418,Football Stadium
1151,Hillcrest Village,Anschutz Health and Wellness Center,39.74703,-104.84416,Gym / Fitness Center
1152,Hillcrest Village,Club Pet Resorts,39.74963,-104.79053,Pet Service
1153,Hillcrest Village,Redbox,39.74062729,-104.821991,Video Store
1154,Hillcrest Village,Chase Bank,39.74070663,-104.8180258,Bank
1155,Hillcrest Village,U-Haul at I-225 & Colfax,39.74072145,-104.8276715,Storage Facility
1156,Hillcrest Village,Jimmy John's,39.74358053,-104.8418924,Sandwich Place
1157,Hillcrest Village,Maverik Adventure's First Stop,39.7682879,-104.8109068,Truck Stop
1158,Hillcrest Village,Mama Alvino's,39.74144826,-104.8111224,Italian Restaurant
1159,Hillcrest Village,Cricket Wireless Authorized Retailer,39.740769,-104.822759,Mobile Phone Shop
1160,Hillcrest Village,Noodles & Company,39.73979234,-104.8280253,Noodle House
1161,Hillcrest Village,IHOP,39.73942,-104.829939,Breakfast Spot
1162,Hillcrest Village,la costa,39.74083574,-104.813641,Mexican Restaurant
1163,Hillcrest Village,Mile High Harley-Davidson,39.76425286,-104.799349,Motorcycle Shop
1164,Hillcrest Village,Top Pho,39.74052189,-104.8520535,Vietnamese Restaurant
1165,Hillcrest Village,SUBWAY,39.73938607,-104.8095851,Sandwich Place
1166,Hillcrest Village,Pizza Hut,39.7407157,-104.8178189,Pizza Place
1167,Hillcrest Village,Ted's Montana Grill,39.77237,-104.796963,American Restaurant
1168,Hillcrest Village,Penske Truck Rental,39.76125465,-104.8076383,Rental Service
1169,Hillcrest Village,Family Dollar,39.74136734,-104.8087616,Discount Store
1170,Hillcrest Village,Starbucks,39.74042,-104.814435,Coffee Shop
1171,Hillcrest Village,Kirk's Soul Kitchen,39.740641,-104.823013,Southern / Soul Food Restaurant
1172,Hillcrest Village,Ya Ting Chinese Cuisine,39.72386,-104.806009,Chinese Restaurant
1173,Hillcrest Village,L&L Hawaiian Barbecue,39.7128907,-104.822296,BBQ Joint
1174,Hillcrest Village,Family Dollar,39.738487,-104.847437,Discount Store
1175,Hillcrest Village,University of Colorado Hospital,39.74249847,-104.8422138,Hospital
1176,Hillcrest Village,7-Eleven,39.7395488,-104.8198137,Convenience Store
1177,Hillcrest Village,Woolley's Classic Suites,39.76955764,-104.7955417,Hotel
1178,Hillcrest Village,Jamba Juice,39.713079,-104.823773,Juice Bar
1179,Hillcrest Village,Which Wich,39.73976164,-104.8279443,Sandwich Place
1180,Hillcrest Village,"Espoir Beauty, Inc.",39.7077545,-104.8238958,Health & Beauty Service
1181,Hillcrest Village,Subway,39.74401347,-104.8418185,Sandwich Place
1182,Hillcrest Village,Starbucks,39.739536,-104.840987,Coffee Shop
1183,Hillcrest Village,Dollar Tree,39.71042748,-104.829529,Discount Store
1184,Hillcrest Village,Las Tortugas,39.72726517,-104.8448033,Mexican Restaurant
1185,Hillcrest Village,Walgreens,39.73940649,-104.8091197,Pharmacy
1186,Hillcrest Village,Chick-fil-A,39.7107311,-104.8212698,Fast Food Restaurant
1187,Hillcrest Village,Cold Stone Creamery,39.712606,-104.824103,Ice Cream Shop
1188,Hillcrest Village,King Soopers,39.75955336,-104.8663676,Grocery Store
1189,Hillcrest Village,Michaels,39.71490362,-104.8256475,Arts & Crafts Store
1190,Hillcrest Village,Popeyes Louisiana Kitchen,39.74044997,-104.8115171,Fried Chicken Joint
1191,Hillcrest Village,Fatburger,39.71312082,-104.8225358,Burger Joint
1192,Hillcrest Village,Burger King,39.7396653,-104.8103999,Fast Food Restaurant
1193,Henry Farm,Graydon Hall Manor,43.76392256,-79.34296076,Event Space
1194,Henry Farm,What a Bagel,43.75433008,-79.35746465,Bagel Shop
1195,Henry Farm,VIA CIBO | italian streetfood,43.75406686,-79.357951,Italian Restaurant
1196,Henry Farm,Mr Jerk,43.78593239,-79.35284204,Caribbean Restaurant
1197,Henry Farm,Lara's Restaurant,43.77275131,-79.33281161,Middle Eastern Restaurant
1198,Henry Farm,Taro's Fish,43.76996164,-79.37465906,Fish Market
1199,Henry Farm,De Berardini's,43.77806926,-79.34264198,Salon / Barbershop
1200,Henry Farm,Allwyn's Bakery,43.75984035,-79.3247188,Caribbean Restaurant
1201,Henry Farm,Me Va Me Kitchen Express,43.7549575,-79.3518945,Mediterranean Restaurant
1202,Henry Farm,Tekka Sushi,43.77417136,-79.34040092,Japanese Restaurant
1203,Henry Farm,The Keg Steakhouse + Bar - Leslie Street,43.75879785,-79.36074935,Restaurant
1204,Henry Farm,LCBO,43.7697207,-79.38461647,Liquor Store
1205,Henry Farm,Chatime Willowdale,43.79132587,-79.36750617,Bubble Tea Shop
1206,Henry Farm,Jerusalem Restaurant,43.77886296,-79.36427332,Middle Eastern Restaurant
1207,Henry Farm,Fat Bastard Burrito Co,43.77414615,-79.32227573,Burrito Place
1208,Henry Farm,New York Fries - Fairview Mall,43.77860499,-79.34357713,Restaurant
1209,Henry Farm,Darband Restaurant,43.75519396,-79.34849759,Middle Eastern Restaurant
1210,Henry Farm,Subway,43.77375219,-79.34070117,Sandwich Place
1211,Henry Farm,TD Canada Trust,43.777763,-79.345974,Bank
1212,Henry Farm,RBC Royal Bank,43.77730388,-79.34465274,Bank
1213,Henry Farm,Mountain Equipment Co-op,43.76987685,-79.37511695,Outdoor Supply Store
1214,Henry Farm,Aoyama & Sushi Restaurant,43.78714463,-79.32894027,Japanese Restaurant
1215,Henry Farm,Le Cafe Michi,43.77583705,-79.31761691,Sushi Restaurant
1216,Henry Farm,Island Foods,43.74586607,-79.34603533,Caribbean Restaurant
1217,Henry Farm,Allan's Pastry Shop,43.78565604,-79.35231415,Bakery
1218,Henry Farm,Baretto Caffé,43.74445646,-79.34645978,Café
1219,Henry Farm,Subway,43.7858309,-79.35195324,Sandwich Place
1220,Henry Farm,Rosemary & Thyme,43.78824371,-79.3302097,Breakfast Spot
1221,Henry Farm,Tasty Shawarma & Falafel,43.77612643,-79.31842359,Falafel Restaurant
1222,Henry Farm,Shoppers Drug Mart,43.778896,-79.364603,Pharmacy
1223,Henry Farm,Aroma Espresso Bar,43.77088,-79.331775,Coffee Shop
1224,Henry Farm,Michel's Baguette,43.77708227,-79.34455653,Bakery
1225,Henry Farm,TD Canada Trust,43.7698523,-79.3713749,Bank
1226,Henry Farm,Aroma Espresso Bar,43.7777002,-79.34465167,Coffee Shop
1227,Henry Farm,RBC Royal Bank,43.75304109,-79.35824112,Bank
1228,Henry Farm,Foodland - Toronto,43.773951,-79.340148,Grocery Store
1229,Henry Farm,Congee Wong 天皇名粥,43.79057932,-79.36581461,Chinese Restaurant
1230,Henry Farm,Pizzaiolo,43.7547346,-79.35010988,Pizza Place
1231,Henry Farm,Moxie's Classic Grill,43.77777881,-79.343185,American Restaurant
1232,Henry Farm,Mastermind Toys,43.76906152,-79.38658359,Toy / Game Store
1233,Henry Farm,David Duncan House,43.75825859,-79.34888575,Steakhouse
1234,Henry Farm,Apple Fairview,43.7778832,-79.3437891,Electronics Store
1235,Henry Farm,H&M,43.77754859,-79.34560423,Clothing Store
1236,Henry Farm,RBC Royal Bank,43.76769517,-79.38227852,Bank
1237,Henry Farm,Chinese Halal Restaurant 中華牛羊館,43.79127199,-79.36698009,Chinese Restaurant
1238,Henry Farm,The LEGO Store,43.77820727,-79.343483,Toy / Game Store
1239,Henry Farm,GoodLife Fitness North York Sheppard and Consumers,43.774647,-79.328698,Gym
1240,Henry Farm,Galleria Supermarket,43.75352001,-79.34951815,Supermarket
1241,Henry Farm,Donalda Golf & Country Club,43.75281597,-79.34274126,Golf Course
1242,Henry Farm,Shatter Abbas,43.76999763,-79.37443439,Persian Restaurant
1243,Pleasant View,U.S. Bank ATM,36.39754868,-87.03307343,ATM
1244,Pleasant View,BJ Family Restaurant,36.395298,-87.03507996,Diner
1245,Pleasant View,El Dorado,36.39531708,-87.03431702,Mexican Restaurant
1246,Pleasant View,Pleasant View Fitness,36.3948827,-87.03244523,Gym
1247,Pleasant View,Pleasant View Auto & Transmission,36.39396,-87.03223,Automotive Shop
1248,Pleasant View,Southern Gymnastics,36.39505826,-87.03221092,Gymnastics Gym
1249,Dorset Park,Herrick Lake Forest Preserve,41.82996732,-88.14378539,Nature Preserve
1250,Dorset Park,Arrowhead Golf Club,41.82912062,-88.13402838,Golf Course
1251,Dorset Park,Nothing Bundt Cakes,41.83476071,-88.10068716,Bakery
1252,Dorset Park,Egg'Lectic Cafe,41.83433947,-88.09971108,Breakfast Spot
1253,Dorset Park,Whole Foods Market,41.83031474,-88.10191345,Grocery Store
1254,Dorset Park,Massage Envy - Wheaton,41.831485,-88.098958,Spa
1255,Dorset Park,Orangetheory Fitness,41.83126338,-88.09864927,Gym
1256,Dorset Park,Jamba Juice,41.830074,-88.105249,Juice Bar
1257,Dorset Park,AT&T,41.8299311,-88.10552403,Mobile Phone Shop
1258,Dorset Park,Danada Forest Preserve,41.81583637,-88.11464598,Campground
1259,Dorset Park,Fogo de Chao Brazilian Steakhouse,41.804281,-88.128928,Brazilian Restaurant
1260,Dorset Park,Oberweis Ice Cream and Dairy Store,41.83019115,-88.09342698,Ice Cream Shop
1261,Dorset Park,Seven Gables Park,41.84024898,-88.10455799,Park
1262,Dorset Park,Carter's,41.82982,-88.108214,Kids Store
1263,Dorset Park,Walgreens,41.8329956,-88.10350929,Pharmacy
1264,Dorset Park,Cooper's Hawk Winery & Restaurant,41.80289521,-88.12570186,American Restaurant
1265,Dorset Park,Buttermilk,41.80171694,-88.12745001,Breakfast Spot
1266,Dorset Park,Victoria's Secret,41.834797,-88.099877,Lingerie Store
1267,Dorset Park,GNC,41.83166122,-88.1072464,Supplement Shop
1268,Dorset Park,Chipotle Mexican Grill,41.83019973,-88.09378962,Mexican Restaurant
1269,Dorset Park,White Chocolate Grill,41.80376686,-88.12673184,American Restaurant
1270,Dorset Park,Five Guys,41.829583,-88.103142,Burger Joint
1271,Dorset Park,Morton's The Steakhouse,41.80301446,-88.1267345,Steakhouse
1272,Dorset Park,Gymboree,41.83500935,-88.10040453,Kids Store
1273,Dorset Park,Rosati's Pizza,41.83000144,-88.08788844,Pizza Place
1274,Dorset Park,SUBWAY,41.82930455,-88.10231597,Sandwich Place
1275,Dorset Park,Famous Footwear,41.82995298,-88.10770182,Shoe Store
1276,Dorset Park,First Division Museum,41.852386,-88.15511,History Museum
1277,Dorset Park,China Star,41.85876899,-88.11563103,Chinese Restaurant
1278,Dorset Park,The Vitamin Shoppe,41.836265,-88.101199,Supplement Shop
1279,Dorset Park,McAlister’s Deli,41.836268,-88.101234,Deli / Bodega
1280,Dorset Park,GameStop,41.83103512,-88.10175577,Video Game Store
1281,Dorset Park,Redbox,41.830991,-88.104809,Video Store
1282,Dorset Park,Lu's Sushi & Chinese,41.83344034,-88.10212062,Sushi Restaurant
1283,Dorset Park,Cantigny Golf Course & Clubhouse,41.844288,-88.155157,Golf Course
1284,Dorset Park,Blick Art Materials,41.83070245,-88.10119805,Arts & Crafts Store
1285,Dorset Park,The Verdict,41.85839877,-88.14265742,Greek Restaurant
1286,Dorset Park,Cantigny Park,41.85636097,-88.15923214,Park
1287,Dorset Park,Schmaltz Deli,41.79758733,-88.11785148,Deli / Bodega
1288,Dorset Park,Maggiano's Little Italy,41.80481399,-88.12720993,Italian Restaurant
1289,Dorset Park,Arrowhead Restaurant,41.82913092,-88.13397491,American Restaurant
1290,Dorset Park,Lane Bryant,41.83177869,-88.10684565,Women's Store
1291,Dorset Park,The Little Popcorn Store,41.86486691,-88.1072185,Snack Place
1292,Dorset Park,Mario Tricoci Naperville,41.79702467,-88.11806037,Spa
1293,Dorset Park,Yankee Candle,41.83421469,-88.10054442,Gift Shop
1294,Dorset Park,Mariano's Fresh Market,41.85952922,-88.10327049,Grocery Store
1295,Dorset Park,PNC Bank,41.8293923,-88.104309,Bank
1296,Dorset Park,Warren's Ale House,41.83507507,-88.10106145,Bar
1297,Dorset Park,Egg Harbor Cafe,41.86369211,-88.1082229,Breakfast Spot
1298,Dorset Park,Ivy,41.86550938,-88.10845305,Steakhouse
1299,Oakridge,Brewers Union Local 180,43.74773663,-122.4569038,Brewery
1300,Oakridge,"Amtrack Station Oakridge, OR",43.74661569,-122.4611612,Train Station
1301,Oakridge,Lion Mountain Bakery,43.74793,-122.458831,Bakery
1302,Oakridge,First Tech Federal Credit Union,43.74807263,-122.4585132,Credit Union
1303,Oakridge,Corner bar and grill,43.7476208,-122.4580919,Burger Joint
1304,Oakridge,The 3 Legged Crane,43.747788,-122.456877,Pub
1305,Oakridge,Mountain Bike Oregon,43.742817,-122.461013,Athletics & Sports
1306,Oakridge,Ray's Food Place,43.745086,-122.466516,Grocery Store
1307,Ionview,Harry's Drive-In,43.74919583,-79.27716177,Burger Joint
1308,Ionview,Baran's Turkish Restaurant & Bar,43.728978,-79.28081055,Turkish Restaurant
1309,Ionview,Vienna Fine Foods,43.73363879,-79.27929783,Deli / Bodega
1310,Ionview,PetSmart,43.7299452,-79.2822257,Pet Store
1311,Ionview,Spicy Dragon,43.74921946,-79.27508201,Asian Restaurant
1312,Ionview,California Sandwiches,43.72618639,-79.28768794,Sandwich Place
1313,Ionview,Pho Metro,43.74536458,-79.29446213,Vietnamese Restaurant
1314,Ionview,Adonis,43.72918804,-79.29039142,Grocery Store
1315,Ionview,Makkalchon Korean Restaurant 맛깔촌,43.744945,-79.29649356,Korean Restaurant
1316,Ionview,Jetsun's Juicyburger,43.7413,-79.289345,Burger Joint
1317,Ionview,Shawarma Empire,43.7434053,-79.30364913,Middle Eastern Restaurant
1318,Ionview,Naan & Kabob Halal,43.74290326,-79.30514824,Middle Eastern Restaurant
1319,Ionview,TD Canada Trust,43.7292817,-79.2827795,Bank
1320,Ionview,Nasib's Shawarma & Falafel,43.743512,-79.3023,Middle Eastern Restaurant
1321,Ionview,Subway,43.73147094,-79.26869158,Sandwich Place
1322,Ionview,Armenian Kitchen,43.73107096,-79.3053902,Middle Eastern Restaurant
1323,Ionview,Nova Ristorante,43.74943392,-79.27762985,Italian Restaurant
1324,Ionview,Arz Fine Foods,43.74389829,-79.30099567,Supermarket
1325,Ionview,Damas Grillhouse & Juice Bar,43.74183945,-79.30929637,Mediterranean Restaurant
1326,Ionview,Diana's Seafood Delight,43.7457454,-79.29163424,Fish Market
1327,Ionview,Sultan Of Samosas,43.71882307,-79.30434986,Indian Restaurant
1328,Ionview,GoodLife Fitness Scarborough Kennedy and Lawrence,43.752151,-79.274801,Gym
1329,Ionview,Kostas Meat Market,43.76060511,-79.30182964,Greek Restaurant
1330,Ionview,Chung Moi,43.73232777,-79.26932738,Chinese Restaurant
1331,Ionview,ACR Hot Roti and Doubles,43.75222363,-79.26209052,Caribbean Restaurant
1332,Ionview,TD Canada Trust,43.7519237,-79.26467836,Bank
1333,Ionview,TD Canada Trust,43.7331357,-79.26789388,Bank
1334,Ionview,Subway,43.74890747,-79.27545169,Sandwich Place
1335,Ionview,Thomson Memorial Park,43.75889114,-79.25450029,Park
1336,Ionview,Super Hakka Restaurant,43.74289207,-79.30494946,Chinese Restaurant
1337,Ionview,The Beer Store,43.7506033,-79.2768014,Beer Store
1338,Ionview,Petro-Canada,43.749822,-79.27555,Gas Station
1339,Ionview,Kim Kim restaurant,43.75383284,-79.27661122,Chinese Restaurant
1340,Ionview,Mama's Boys Burgers,43.7085738,-79.2675387,Burger Joint
1341,Ionview,Jatujak,43.73620754,-79.3076683,Thai Restaurant
1342,Ionview,LCBO,43.72926059,-79.29214387,Liquor Store
1343,Ionview,Tim Hortons,43.73371356,-79.29034039,Coffee Shop
1344,Ionview,Starbucks,43.752465,-79.276364,Coffee Shop
1345,Ionview,Dairy Queen,43.73950592,-79.23689366,Ice Cream Shop
1346,Ionview,Michaels,43.72425622,-79.28929295,Arts & Crafts Store
1347,Ionview,Highland Farms,43.76624552,-79.28313234,Grocery Store
1348,Ionview,KornerStones Bar and Grills,43.76344352,-79.29108195,American Restaurant
1349,Ionview,Dollarama,43.72225,-79.289431,Discount Store
1350,Ionview,Ibrahim BBQ,43.74447415,-79.29749951,Middle Eastern Restaurant
1351,Ionview,Staples,43.72927921,-79.28404739,Paper / Office Supplies Store
1352,Ionview,The Beer Store,43.7359411,-79.2488052,Beer Store
1353,Ionview,Diana's Oyster Bar & Grill,43.74565031,-79.29158004,Seafood Restaurant
1354,Ionview,Shirin Kebab House,43.72550281,-79.29813212,Middle Eastern Restaurant
1355,Ionview,KFC,43.7351,-79.2557,Fast Food Restaurant
1356,Ionview,Subway,43.72501021,-79.29020064,Sandwich Place
1357,Kennedy Park,Papa John's Pizza,39.52319746,-85.76721859,Pizza Place
1358,Kennedy Park,Walgreens,39.52174394,-85.76057179,Pharmacy
1359,Kennedy Park,The Cow Palace,39.52733293,-85.77654733,Ice Cream Shop
1360,Kennedy Park,Kroger,39.5177006,-85.7545855,Supermarket
1361,Kennedy Park,Cholula's,39.52132599,-85.75129616,Mexican Restaurant
1362,Kennedy Park,Rural King,39.52284198,-85.74941218,Hardware Store
1363,Kennedy Park,Riverfront Taproom,39.52853144,-85.77662587,Brewery
1364,Kennedy Park,Fiddlers Three,39.51969025,-85.75610022,American Restaurant
1365,Kennedy Park,Kennedy Park,39.52601858,-85.76390851,Park
1366,Kennedy Park,KFC,39.5233731,-85.76856956,Fried Chicken Joint
1367,Kennedy Park,SUBWAY,39.52043972,-85.75212917,Sandwich Place
1368,Kennedy Park,Papa Murphy's,39.518781,-85.75353,Pizza Place
1369,Kennedy Park,Long John Silvers,39.52077,-85.760399,Fast Food Restaurant
1370,Kennedy Park,Cagney's Pizza King,39.52256356,-85.77522233,Pizza Place
1371,Kennedy Park,Great Clips,39.517764,-85.754361,Salon / Barbershop
1372,Kennedy Park,Dairy Queen,39.51935967,-85.75319611,Ice Cream Shop
1373,Kennedy Park,Speedway,39.52251095,-85.77516139,Gas Station
1374,Kennedy Park,Wendy’s,39.5206177,-85.75987713,Fast Food Restaurant
1375,Kennedy Park,Village Pantry,39.52796266,-85.767433,Convenience Store
1376,Kennedy Park,CVS pharmacy,39.52268991,-85.77681313,Pharmacy
1377,Kennedy Park,Pizza Hut,39.52051324,-85.75169696,Pizza Place
1378,Kennedy Park,Cork Xi Liquors,39.523649,-85.767579,Liquor Store
1379,Kennedy Park,Shell,39.51962413,-85.75406749,Gas Station
1380,Kennedy Park,Family Dollar,39.51823489,-85.77614808,Discount Store
1381,Kennedy Park,Grandma's Pancake House,39.51913696,-85.77672807,Breakfast Spot
1382,Kennedy Park,Goodwill Store,39.51721638,-85.75269989,Thrift / Vintage Store
1383,Kennedy Park,The New Panzarotti's,39.52469008,-85.78028818,Italian Restaurant
1384,Kennedy Park,Big Lots,39.51935552,-85.75065635,Big Box Store
1385,Kennedy Park,Buffalo Wild Wings,39.51789281,-85.75334698,Wings Joint
1386,Kennedy Park,Circle K,39.533401,-85.777984,Convenience Store
1387,Kennedy Park,Mickey's T-Mart,39.5177173,-85.77644733,Grocery Store
1388,Kennedy Park,Republic Theaters - Studio 10 Cinemas,39.52136774,-85.75271719,Movie Theater
1389,Kennedy Park,White Castle,39.52121969,-85.74733102,Fast Food Restaurant
1390,Kennedy Park,McDonald's,39.51949223,-85.75193346,Fast Food Restaurant
1391,Kennedy Park,Me & My Sisters FLEA Market,39.52028452,-85.75305823,Flea Market
1392,Kennedy Park,El Meson,39.51853848,-85.75180166,Mexican Restaurant
1393,Kennedy Park,Chapperal Cafe,39.52326361,-85.77635831,American Restaurant
1394,Kennedy Park,Shelby County Arts in the Park,39.53329468,-85.75252533,Business Service
1395,Kennedy Park,Burger King,39.52188091,-85.7478295,Fast Food Restaurant
1396,Kennedy Park,Weddings Amore,39.5376664,-85.7558173,Music Venue
1397,Cliffcrest,Scarborough Bluffs,43.70777964,-79.23723936,Beach
1398,Cliffcrest,Bluffers Park,43.70584762,-79.23431332,Park
1399,Cliffcrest,Dairy Queen,43.72275769,-79.23562467,Ice Cream Shop
1400,Cliffcrest,Vi Pei Bistro - Bluffs,43.72714826,-79.22964018,Bistro
1401,Cliffcrest,Anjappar Authentic Chettinadu Restaurant,43.74159209,-79.22679861,Indian Restaurant
1402,Cliffcrest,Ikki Sushi Japanese And Cuisine,43.706561,-79.25149471,Sushi Restaurant
1403,Cliffcrest,Rosetta McLain Gardens,43.69701862,-79.25573912,Park
1404,Cliffcrest,Dairy Queen,43.73950592,-79.23689366,Ice Cream Shop
1405,Cliffcrest,Bluffer's Park Beach,43.71332552,-79.22779015,Beach
1406,Cliffcrest,Charcoal Kebab House,43.75734817,-79.23884168,Xinjiang Restaurant
1407,Cliffcrest,The Olde Stone Cottage Pub,43.74691186,-79.20902792,Pub
1408,Cliffcrest,Subway,43.72555871,-79.23045582,Sandwich Place
1409,Cliffcrest,Baran's Turkish Restaurant & Bar,43.728978,-79.28081055,Turkish Restaurant
